inspection_id,product_id,inspection_date,result,failure_reason,notes
447,227,2025-09-11,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
448,227,2026-01-30,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
449,227,2026-03-10,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
450,228,2026-01-09,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
451,228,2025-07-07,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
452,229,2026-01-05,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
453,229,2025-05-21,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
454,230,2026-03-19,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
455,230,2026-04-03,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
456,231,2026-04-27,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
457,231,2025-12-25,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
458,231,2026-03-24,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
459,232,2026-04-22,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
460,232,2026-01-02,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
461,233,2025-05-31,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
462,233,2025-10-12,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
463,233,2026-02-22,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
464,234,2026-04-15,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
465,235,2025-06-11,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
466,236,2025-07-05,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
467,236,2026-03-26,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
468,237,2026-02-24,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
469,237,2026-01-27,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
470,238,2025-12-15,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
471,238,2025-07-05,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
472,238,2025-07-22,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
473,239,2025-10-28,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
474,239,2025-08-03,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
475,239,2025-06-11,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
476,240,2025-11-11,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
477,240,2026-02-01,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
478,240,2025-06-17,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
479,241,2026-02-15,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
480,241,2026-03-11,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
481,242,2025-06-06,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
482,242,2025-06-05,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
483,242,2026-03-19,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
484,243,2025-08-31,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
485,243,2025-09-16,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
486,244,2026-04-25,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
487,244,2025-09-10,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
488,245,2026-04-26,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
489,245,2025-05-17,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
490,245,2026-04-06,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
491,246,2026-03-21,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
492,246,2026-03-24,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
493,247,2025-05-31,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
494,248,2026-01-20,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
495,248,2026-04-13,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
496,248,2025-05-09,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
497,249,2026-01-06,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
498,250,2025-10-05,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
499,251,2025-10-19,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
500,251,2026-02-22,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
501,252,2025-07-11,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
502,252,2025-07-03,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
503,253,2025-07-12,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
504,253,2026-04-16,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
505,253,2025-07-05,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
506,254,2025-09-04,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
507,254,2025-12-21,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
508,255,2025-12-23,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
509,255,2026-02-23,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
510,256,2025-09-03,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
511,257,2025-06-01,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
512,257,2026-03-19,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
513,257,2026-04-01,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
514,258,2026-02-24,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
515,258,2025-05-27,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
516,258,2025-08-18,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
517,259,2026-03-18,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
518,259,2025-09-21,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
519,259,2025-12-20,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
520,260,2025-11-04,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
521,260,2025-12-09,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
522,261,2025-09-21,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
523,262,2026-01-05,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
524,263,2025-06-24,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
525,263,2025-08-17,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
526,264,2025-10-22,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
527,264,2026-02-20,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
528,265,2025-08-20,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
529,265,2026-03-09,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
530,265,2025-05-12,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
531,266,2025-05-08,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
532,267,2025-09-16,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
533,267,2025-09-04,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
534,267,2025-06-04,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
535,268,2025-06-21,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
536,268,2025-11-29,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
537,268,2025-12-20,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
538,269,2025-07-12,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
539,269,2025-05-21,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
540,269,2025-08-07,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
541,270,2025-07-27,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
542,270,2026-03-05,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
543,270,2025-08-06,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
544,271,2025-07-31,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
545,271,2025-11-18,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
546,272,2025-11-24,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
547,272,2026-03-01,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
548,272,2025-05-28,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
549,273,2025-11-04,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
550,274,2025-11-12,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
551,274,2025-12-13,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
552,275,2026-01-02,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
553,275,2025-05-13,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
554,275,2026-03-02,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
555,276,2025-06-17,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
556,276,2025-11-19,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
557,276,2025-07-03,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
558,277,2026-04-22,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
559,277,2025-12-26,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
560,278,2025-08-09,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
561,278,2025-09-17,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
562,278,2026-03-21,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
563,279,2026-04-29,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
564,279,2025-07-19,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
565,279,2025-10-20,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
566,280,2025-10-24,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
567,280,2025-06-28,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
568,280,2025-09-29,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
569,281,2025-06-25,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
570,281,2025-10-11,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
571,281,2025-11-02,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
572,282,2026-03-29,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
573,282,2026-04-29,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
574,283,2026-04-27,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
575,283,2026-02-11,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
576,284,2025-08-09,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
577,284,2025-12-18,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
578,285,2025-11-12,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
579,285,2026-01-15,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
580,285,2025-05-08,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
581,286,2025-05-21,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
582,286,2025-10-24,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
583,286,2026-03-01,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
584,287,2025-10-19,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
585,287,2026-01-26,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
586,288,2026-04-14,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
587,288,2025-07-21,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
588,288,2026-04-17,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
589,289,2025-08-17,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
590,289,2025-07-23,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
591,289,2026-01-15,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
592,290,2026-02-11,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
593,291,2025-12-09,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
594,291,2025-10-19,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
595,291,2025-09-16,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
596,292,2025-08-03,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
597,292,2025-12-23,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
598,293,2025-06-17,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
599,294,2025-07-29,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
600,294,2026-03-03,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
601,295,2026-02-02,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
602,295,2025-12-26,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
603,296,2025-05-29,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
604,296,2026-01-27,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
605,297,2025-11-21,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
606,297,2026-03-11,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
607,298,2026-04-17,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
608,299,2025-07-26,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
609,300,2026-04-29,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
610,300,2025-10-25,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
611,301,2025-10-06,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
612,301,2025-05-18,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
613,301,2025-09-02,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
614,302,2026-04-01,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
615,302,2025-09-27,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
616,303,2025-12-28,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
617,304,2025-09-21,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
618,305,2025-06-19,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
619,305,2025-11-26,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
620,305,2025-05-21,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
621,306,2025-10-24,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
622,306,2026-03-22,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
623,306,2025-09-23,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
624,307,2025-10-07,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
625,307,2026-02-22,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
626,308,2026-03-14,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
627,308,2026-01-25,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
628,309,2026-05-04,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
629,309,2025-06-06,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
630,310,2026-04-19,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
631,311,2025-06-15,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
632,312,2026-03-18,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
633,312,2025-09-08,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
634,313,2026-01-28,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
635,313,2025-11-12,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
636,314,2025-05-07,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
637,314,2025-08-05,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
638,314,2025-10-11,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
639,315,2026-02-10,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
640,315,2025-09-09,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
641,316,2025-05-16,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
642,316,2025-12-05,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
643,317,2025-09-14,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
644,317,2025-06-24,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
645,318,2025-05-18,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
646,318,2025-09-20,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
647,318,2026-04-25,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
648,319,2025-05-17,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
649,319,2026-03-24,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
650,319,2026-03-12,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
651,320,2026-04-10,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
652,321,2025-11-04,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
653,322,2026-01-12,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
654,322,2025-07-23,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
655,323,2025-06-08,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
656,324,2026-05-03,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
657,325,2025-07-10,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
658,325,2025-12-13,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
659,325,2026-01-10,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
660,326,2025-09-27,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
661,326,2026-03-13,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
662,327,2026-02-04,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
663,327,2025-07-25,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
664,327,2025-12-16,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
665,328,2025-12-01,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
666,328,2026-01-23,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
667,329,2025-11-14,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
668,330,2026-02-02,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
669,330,2025-09-30,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
670,330,2026-04-18,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
671,331,2025-07-15,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
672,331,2025-06-17,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
673,331,2025-10-09,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
674,332,2026-03-05,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
675,332,2025-11-02,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
676,333,2026-01-22,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
677,334,2025-11-12,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
678,334,2025-07-04,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
679,334,2026-02-28,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
680,335,2025-10-16,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
681,336,2026-05-03,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
682,337,2026-03-02,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
683,337,2025-05-20,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
684,337,2026-01-13,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
685,338,2025-06-04,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
686,338,2025-06-19,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
687,339,2025-12-23,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
688,340,2025-11-22,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
689,340,2025-11-04,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
690,341,2025-05-17,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
691,342,2026-01-06,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
692,343,2025-12-17,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
693,343,2025-07-07,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
694,343,2025-12-13,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
695,344,2025-10-05,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
696,345,2026-01-20,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
697,345,2025-06-09,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
698,346,2025-10-07,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
699,346,2025-06-03,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
700,347,2025-09-16,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
701,347,2026-03-29,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
702,348,2026-05-03,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
703,349,2025-12-29,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
704,349,2026-03-22,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
705,349,2025-09-19,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
706,350,2025-10-29,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
707,350,2026-02-19,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
708,351,2025-06-06,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
709,351,2026-04-22,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
710,352,2025-12-29,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
711,352,2025-10-06,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
712,353,2025-09-12,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
713,353,2025-12-11,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
714,353,2025-12-09,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
715,354,2026-01-18,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
716,354,2025-05-29,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
717,355,2025-07-20,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
718,355,2025-11-08,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
719,355,2026-02-26,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
720,356,2025-12-29,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
721,356,2025-05-14,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
722,356,2025-11-23,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
723,357,2025-08-05,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
724,357,2025-07-10,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
725,357,2026-02-28,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
726,358,2025-05-08,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
727,358,2026-04-30,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
728,358,2025-12-24,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
729,359,2025-06-05,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
730,360,2025-11-26,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
731,360,2026-01-07,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
732,361,2025-10-05,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
733,361,2025-05-13,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
734,362,2025-09-11,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
735,362,2025-06-02,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
736,362,2025-09-07,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
737,363,2026-02-02,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
738,364,2025-09-27,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
739,364,2025-08-27,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
740,364,2025-10-07,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
741,365,2025-09-18,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
742,366,2025-10-17,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
743,366,2025-10-10,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
744,367,2025-09-20,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
745,367,2026-01-11,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
746,367,2026-01-20,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
747,368,2025-09-27,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
748,369,2025-08-27,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
749,369,2026-02-04,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
750,370,2026-01-14,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
751,370,2026-01-30,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
752,370,2025-08-16,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
753,371,2025-12-13,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
754,371,2025-05-30,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
755,371,2025-08-23,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
756,372,2025-12-03,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
757,372,2025-06-19,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
758,373,2025-07-09,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
759,373,2025-11-13,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
760,374,2025-06-21,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
